pose,energy,deltae,grms,bonds,angles,ureyb,dihedrals,impropers,vdwaals,elec,hbonds,asp,user,grvdw,grelec
93,-38.134796916285744,-0.007814466005250154,1.668732445213545,-0.00012378874492235958,3.6502086466772e-05,1.0105764857853972e-05,-1.2847035908869486e-05,-1.166172487347683e-06,0.0001353045680421161,-3.0775178199604625e-05,0.0,0.0,0.0,3.2060551488739333,-41.34086540044753
94,-38.13374360986864,-0.0010533064171056594,2.86212042976576,-0.00021870407170032635,5.99811201813516e-05,1.3407295564260568e-05,-2.6987146668489004e-06,-1.0731450028680922e-06,0.0001382414571438062,-1.906707933052587e-05,0.0,0.0,0.0,8.991757103926423,-47.12547080065725
95,-38.088622746755085,-0.04512086311354935,1.9056384850063388,-7.483453666945472e-05,2.0760298462096927e-05,-3.423273619712619e-07,6.3648010621975e-06,-3.201806852873995e-06,4.763569750210195e-05,7.22920858464704e-06,0.0,0.0,0.0,-6.506516652960044,-31.58210970512977
96,-38.05567578318772,-0.03294696356736537,1.7116319743359365,9.224332620139108e-05,2.9377669984675947e-05,-7.108248387566185e-06,-2.8925164183846164e-06,-2.2978234255968677e-07,-8.382105596815848e-05,-2.7517371776752952e-06,0.0,0.0,0.0,3.9788485704380046,-42.03454917128162
97,-38.040558180406386,-0.01511760278133778,1.689844988952411,-7.417657758312934e-05,5.364094533888419e-06,1.5658161094389556e-06,3.39825416251216e-06,-1.3756127530996365e-07,8.419400565529145e-05,-1.0345284520596465e-05,0.0,0.0,0.0,-4.3914395932781165,-33.64912844987535
98,-38.038560474677645,-0.001997705728740584,1.7418771243968831,-0.00015777162025831792,2.794288537444345e-06,1.4824155649212356e-05,-7.705966985405155e-06,3.0022275655551545e-06,0.00014263901865874118,-2.217639396917548e-05,0.0,0.0,0.0,-7.118851450566264,-30.919684629820576
99,-38.0258182831478,-0.012742191529842017,2.120652884220507,8.813674155616624e-06,3.633432291039185e-05,-6.637810353316009e-07,-1.655194846073016e-06,1.975706234650168e-06,-4.6349712995663594e-05,9.407909558944993e-06,0.0,0.0,0.0,-6.264166117885,-31.761660028186782
100,-38.01125849731033,-0.014559785837473527,2.200141889149522,9.078522178174175e-05,-8.755702047391623e-06,-4.824588011376196e-06,1.8540030296776422e-05,-2.6060219992778827e-06,-0.00010460387466437737,1.5994625249149408e-05,0.0,0.0,0.0,-5.885145292995842,-32.12611773400509
101,-9.698609097201293,-28.312649400109034,3.8380647591214387,-7.30906322958802e-05,-7.535500131750084e-05,1.7916574432105814e-05,-4.615214532321943e-06,5.012921035149609e-06,0.00015076582457673737,-2.0985223358138683e-05,0.0,0.0,0.0,8.037370665083806,-17.735979411533638
102,-37.972412654460335,28.273803557259043,1.3875896522848845,-0.00012531051406527993,-1.0496019289263359e-06,5.328871241966349e-06,-2.6836514850359094e-06,-5.790686945688142e-07,0.00012389143227586885,-5.939990721515187e-08,0.0,0.0,0.0,-2.458397591048229,-35.514014601479545
103,-37.917932947642846,-0.05447970681749226,1.4285673199146425,3.798439004376597e-05,-7.826920164877293e-06,7.674993617035053e-08,6.718590231713506e-06,-2.6409469946510333e-07,2.9778846855066377e-06,-7.038304204343149e-06,0.0,0.0,0.0,-1.1165005169467768,-36.801465058991894
104,-37.9107919549522,-0.007140992690644055,2.75049386652589,4.6432997045764424e-05,2.743839393204439e-05,-6.093190239031543e-07,1.4922387788551816e-05,-5.538946240311177e-06,-6.890405475523664e-05,3.86383416817182e-06,0.0,0.0,0.0,11.17381852838868,-49.08462808863379
105,-37.89802214620515,-0.012769808747048472,2.0953156108295112,-5.459460016998818e-05,-6.293607577267935e-05,1.0462489804283215e-05,3.054945297620293e-06,3.4000198186282665e-06,0.0001249979390216538,-2.1052011309308227e-05,0.0,0.0,0.0,-1.1332609915054355,-36.7647644874064
106,-37.88686638742324,-0.011155758781914216,1.475893172774449,0.00011844460782195476,-3.383475939111591e-05,-3.69285329383795e-06,1.3778231200411994e-05,-1.4497852050448026e-06,-9.40431984943757e-05,2.0571406563973937e-05,0.0,0.0,0.0,-0.15218392590706015,-37.73470223516538
107,-37.885520618262426,-0.0013457691608103062,1.8034662513747408,7.031625749021053e-05,5.0417189765283865e-06,-7.566151161597645e-06,5.761469363818605e-06,-1.2064891473295355e-06,-8.771920281347434e-05,2.1560047255064774e-05,0.0,0.0,0.0,-6.0140014187513815,-31.871525387161007
108,33.481823744762664,-71.3673443630251,6.666607028325583,0.0001432461595713974,-2.0398764170259653e-05,-3.399216943977823e-06,2.286628351555464e-06,-2.557183678506686e-06,-9.22537948717661e-05,-1.9044653427613412e-06,0.0,0.0,0.0,37.15139148707376,-3.6695927616740125
109,-37.881813016325175,71.36363676108783,1.5096931880411524,0.0001209322973918514,-1.903604163189243e-08,-5.727284573528446e-06,4.021660168440633e-06,-1.7437750779265501e-06,-0.00010924334515571843,5.784583359869089e-06,0.0,0.0,0.0,4.421691606447063,-42.30351862787231
110,-37.809224475790735,-0.07258854053443997,2.014885349527096,6.55821703323678e-05,2.1002578610485045e-05,5.056895057850563e-06,-8.24243417607562e-06,1.8429770290758624e-06,-4.544844299303463e-05,-9.785867346678856e-06,0.0,0.0,0.0,1.7608057517990832,-39.57006023546633
111,-37.7821359941099,-0.027088481680834775,1.9561002882117462,8.33476192638738e-05,2.064060849349403e-06,-4.141642384075661e-06,8.22771914954501e-06,-1.6759752873773612e-06,-7.134454485324682e-05,-4.16839055006335e-06,0.0,0.0,0.0,-7.217769482616067,-30.564378820340018
112,-37.77610332436776,-0.006032669742140229,1.5309518936219888,-0.0001088725364613019,2.2533375275024525e-05,3.557854475200184e-07,-3.1802239552902734e-06,1.5808595234534373e-06,0.00010671340826107212,-2.1202736066427974e-05,0.0,0.0,0.0,-10.02869131351826,-27.747409938781527
113,-37.7724774909755,-0.0036258333922596364,2.191736439666874,-6.738782267445842e-05,2.0363322952743346e-05,8.974021018348655e-06,2.512163061574313e-06,3.176700380922229e-06,7.652105939293108e-05,-2.7483373720826876e-05,0.0,0.0,0.0,-4.009439053661191,-33.763055113384716
114,32.59718112910169,-70.36965862007719,6.567678042359844,6.327139537543047e-05,2.42081030061847e-05,-1.0427415060049183e-05,5.732059670471301e-06,-1.117471235805717e-06,-8.622996134199923e-05,1.4550446932659611e-05,0.0,0.0,0.0,30.275934152564254,2.3212369893800906
115,50.21438728015211,-17.617206151050418,7.50897179271575,-6.923600994590551e-05,1.3195163948154232e-06,1.4738388000590241e-06,6.127008946421597e-06,-2.9975241259139196e-06,5.2574685183159886e-05,2.710723681076388e-06,0.0,0.0,0.0,46.490416200433216,3.723979107479961
116,-23.514499337741434,73.72888661789355,3.259970959027484,-1.7841532166551488e-05,3.324473042054521e-05,3.1380626040328208e-06,-9.099308746485235e-06,7.878539584225616e-07,-3.719212971908803e-05,1.908468908418115e-05,0.0,0.0,0.0,-6.070476741033887,-17.444014719072978
117,-34.683834356606496,11.169335018865063,2.568563161543256,0.00016934295447312842,2.2248830476190307e-05,-1.3128014755864337e-05,1.257788558639561e-06,-1.7687803584680306e-06,-0.0001696756134172972,4.401169389822712e-06,0.0,0.0,0.0,-2.3341468319375136,-32.349700203003344
118,-37.701329236903824,3.0174948802973276,1.7749339886512199,-0.00016730161326905524,8.410872943009906e-06,7.313147577667212e-06,1.7497449484871197e-05,2.708849064858923e-07,0.0001311458072930094,-6.805697072564953e-07,0.0,0.0,0.0,-4.284262973162347,-33.417062919720706
119,-37.69273725221896,-0.008591984684859,2.1247137951824775,0.00010522850054539568,3.595265372613454e-05,-1.3847961686380694e-05,4.207899563013484e-06,-3.6784724836433705e-06,-0.0001487020732628963,2.822575153516027e-05,0.0,0.0,0.0,7.87228990789434,-45.56503454641124
120,-9.088104651529777,-28.604632600689186,4.149270514819081,6.413307915931199e-05,-5.04941819383653e-05,-4.425391067486295e-07,-7.71576785218997e-06,2.3120949049423856e-08,-2.0958556637751258e-05,7.665754102603728e-06,0.0,0.0,0.0,22.612106521524154,-31.700203383962606
121,-37.61423188907648,28.526127237546703,1.1207568972240733,-0.00023993344381745274,-1.4927912173945401e-05,1.9927204066322313e-05,-1.2356807435054407e-06,5.583166517216659e-07,0.0002665383779003605,-2.863336914771253e-05,0.0,0.0,0.0,-6.172281257869501,-31.441952924699713
122,-37.575835695668495,-0.038396193407987056,2.4003834708730114,-0.0001020374482920694,-4.6368652930173226e-05,4.6101487260474805e-06,-2.9555055727215063e-06,-1.788212236029929e-07,0.00011387897980874584,1.367977297839218e-05,0.0,0.0,0.0,-0.054114271149088955,-37.5217020529929
123,-37.532572577560856,-0.04326311810763883,1.1854401762874005,0.00014318255500089805,8.954262789906409e-06,-1.0437531726886773e-05,4.471018849372399e-06,-2.7937948368656623e-06,-0.00016672031518538688,2.2676786386455206e-05,0.0,0.0,0.0,-9.277442572969724,-28.255129337572406
124,-37.53111674069479,-0.0014558368660608778,1.7594051917327636,-4.404029624960337e-05,6.158676065126656e-06,3.587584907233099e-06,7.769448220784625e-06,-3.3050874857342566e-07,4.0114416854919455e-07,6.3659934834703336e-06,0.0,0.0,0.0,-4.512595192983528,-33.01850145975311
125,-37.52130034090666,-0.009816399788132202,1.5937398933367533,2.1314987916465356e-05,-3.416172986270283e-05,-1.189787587535518e-06,-9.407083306101072e-06,-1.6434046292649468e-06,-6.341028942813409e-06,2.2771938786192436e-05,0.0,0.0,0.0,1.4424703035704494,-38.963761988369484
126,-23.299780959067988,-14.221519381838675,3.6635386159329943,7.220258237583543e-05,-2.3884014053177083e-05,-4.91295242999179e-06,5.352044190942706e-06,9.131949372399167e-07,-8.494154465843451e-05,2.3632927115713187e-05,0.0,0.0,0.0,18.372110923940976,-41.67188024524644
127,-37.51579192749072,14.216010968422733,2.299742964365431,-3.217672696909091e-05,5.582878238374889e-06,2.2124170389881126e-06,-8.468482977974645e-06,-3.4167612518853224e-06,6.030980062732283e-05,-1.2549729980548818e-05,0.0,0.0,0.0,4.907795162781282,-42.423598583666724
128,-37.51332528074159,-0.002466646749130774,2.0519774846563497,-1.3491610683313837e-05,2.534037935486566e-06,2.134822408406123e-06,-1.7023726779363813e-05,3.1555779792195177e-06,2.0989360464795936e-05,3.4197632974297676e-06,0.0,0.0,0.0,0.3569665232283752,-37.870293522194586
129,-26.741608894931325,-10.771716385810265,3.1402141849253473,-0.00013550386238558865,1.7848189101776768e-05,8.508254859387887e-06,-8.519513881033447e-06,3.6473770935515487e-06,6.7668649046837e-05,1.6152718556483592e-05,0.0,0.0,0.0,2.2456121260215247,-28.987190822765236
130,-37.50061311974045,10.759004224809129,2.611021841283277,-0.00014134926743025744,3.261041941549081e-05,1.2998850928383487e-05,1.0216831397791282e-05,1.3828024721888182e-06,0.00010936379604231661,-5.27521526016983e-06,0.0,0.0,0.0,10.022353638365008,-47.522986706323024
131,-37.49180148731566,-0.008811632424787774,2.167608071458873,-3.219466071513466e-08,-8.145948074567144e-05,3.5392606069079013e-06,-2.1346015550705033e-06,-3.63223358215356e-06,9.651112414132967e-05,-1.543568646944493e-05,0.0,0.0,0.0,1.4453218946965363,-38.93712073819994
132,-37.473302786518175,-0.018498700797490386,1.4554911399941766,0.00015281029590852313,3.32768495066027e-05,-1.6353284659001432e-05,-6.911616012850175e-06,1.3289260659792024e-06,-0.00020451779693075878,2.6763914814154077e-05,0.0,0.0,0.0,7.795812762668426,-45.26910194647529
133,-37.46710918046838,-0.006193606049798461,1.4120581148534042,-0.00012303351682874109,-1.1399875678996807e-06,7.083636556340367e-06,7.150945839917711e-06,-3.7981338106406887e-06,0.0001195472905006767,-6.870058292918202e-06,0.0,0.0,0.0,-1.1868043635300758,-36.280303757114694
134,-37.4655422356709,-0.0015669447974708817,2.568943254606753,-0.00018701654097696974,-4.961474965403667e-05,1.2042583338631174e-05,-3.4274250522159377e-06,2.28384215184875e-06,0.00021488801028546334,-1.116785257160302e-05,0.0,0.0,0.0,7.398018762962749,-44.863538986501176
135,-37.44158013006344,-0.023962105607463258,2.2435922288763988,2.6359710791901136e-07,1.2205186159963688e-05,1.946250767326241e-06,-5.6265299699376214e-06,9.51825947666067e-07,4.328731257885465e-06,-1.755037781059343e-05,0.0,0.0,0.0,-0.39450410082080656,-37.04707254792609
136,-37.41159700965138,-0.029983120412062192,2.8799945946121763,-0.00020537436039669288,1.2988988081108488e-05,1.7573919047206288e-05,9.59535113587151e-07,3.7054163828584286e-07,0.0002480271544129664,-4.529621654114635e-05,0.0,0.0,0.0,4.568976716671705,-41.98060297588444
137,-37.41120588613186,-0.0003911235195168672,2.4182340436229834,-7.467030629926263e-05,-1.0614608754622168e-05,1.6068322628709497e-06,-1.1581007124839005e-05,3.6022125111025843e-06,0.0001042469658862899,-1.063014106961191e-05,0.0,0.0,0.0,12.102928932007066,-49.51413677808634
138,-37.362262029158785,-0.04894385697307868,1.9301697159859303,0.0001186104617516559,2.530200840933361e-05,-9.352203616405652e-06,1.29709055913807e-05,-6.222383519419519e-06,-0.0001320503239323756,9.255281554487738e-06,0.0,0.0,0.0,0.3838649329930395,-37.74614547589806
139,-37.35235188226838,-0.009910146890405258,1.4686700657569598,-1.5068027289455443e-05,-2.654251929179452e-05,1.816390472031415e-06,-8.686638095056765e-06,2.2414546789629314e-06,1.964674373056141e-05,8.472689161820313e-06,0.0,0.0,0.0,-5.3318892403346965,-32.02044452202705
140,-37.34631375748654,-0.006038124781834853,2.2488380147325495,4.471491582891396e-05,2.8289681820670154e-05,-9.686518757823226e-06,-7.316973349880129e-06,1.1499877669183742e-06,-8.099165161112865e-05,1.7162020114369625e-05,0.0,0.0,0.0,2.2265236790149725,-39.572830757963324
141,-37.31002681323373,-0.03628694425281154,1.963318683532599,7.882865886710277e-05,-1.667651749226451e-05,3.342050995669421e-08,-7.817505736973374e-06,3.876855037561466e-06,-8.89294714578881e-05,1.639768089489735e-05,0.0,0.0,0.0,6.471128178201591,-43.781140704555945
142,-37.29820934295588,-0.011817470277854625,1.6501009480946909,1.754864086489505e-05,3.9847968865913685e-05,-5.608353632724494e-06,-3.13234579163435e-06,1.9283981836787367e-06,-7.175047594643047e-05,1.079564227524088e-05,0.0,0.0,0.0,2.882131806195567,-40.180330778626264
143,-37.297123586309915,-0.0010857566459634427,1.4471876130081003,-5.587880899105002e-06,-9.020134815962422e-06,5.473649065237951e-06,5.185632455884104e-06,3.72122075586144e-06,-1.0766492087199708e-05,4.58986374596293e-06,0.0,0.0,0.0,-9.768999342382111,-27.528117839786024
144,20.030101970519624,-57.32722555682954,6.096835877044267,-9.87343833365184e-05,4.22062839229298e-05,8.117394205559014e-06,4.040370919611291e-06,-2.493111134501888e-06,8.958414229809364e-05,-2.3608495924420936e-05,0.0,0.0,0.0,35.091029704786536,-15.060946846467857
145,-37.267287555629395,57.29738952614902,1.5729339908009052,0.00015243894582428474,-6.486842886843647e-06,-8.363171481201581e-06,-6.81812589142794e-06,2.271208340035198e-06,-0.00012412251784077455,2.098430321773037e-05,0.0,0.0,0.0,-12.34443087763906,-24.922886581789616
146,-37.2648893179815,-0.002398237647891932,1.7404701243237786,8.621073187109474e-06,-6.064560509466688e-05,2.8968291769237986e-06,3.2039099480130062e-06,-4.306816466393554e-07,7.03241382140618e-05,-1.1347745255463337e-05,0.0,0.0,0.0,15.824241532890792,-53.08914347279082
147,-37.24051039586608,-0.024378922115417367,2.4907621768215362,1.0803658683444795e-05,-2.8553154649113566e-05,-6.740352253425952e-07,-3.1126339603559927e-06,-5.994027644160016e-07,4.899631896648771e-06,-7.381291037944493e-06,0.0,0.0,0.0,2.0470958201314335,-39.28758159877046
148,-37.23769677117284,-0.002813624693239092,1.5220921491237562,0.0001346046776549148,2.2549324940168702e-05,-1.5238052310434513e-05,3.1047122188709864e-06,-1.21576544300471e-06,-0.00013267400225380754,-7.054147364016217e-07,0.0,0.0,0.0,2.2129460207074483,-39.45065321736036
149,-37.20646591963707,-0.03123085153577776,2.5039177567221986,-0.0001856022770541088,2.4061805461883523e-05,1.0146472060740264e-05,4.6957664281421785e-06,-1.4727952947230644e-06,0.00015988031852209872,-2.665159917114579e-05,0.0,0.0,0.0,11.274844154820737,-48.48129513214875
150,-37.20251639572897,-0.003949523908097774,1.8988860661769214,-5.110958994847259e-05,-3.7632136784981896e-05,1.014370805374476e-05,7.464555782377147e-07,-8.404828117838242e-07,0.0001104720896503153,-1.2540253903736698e-05,0.0,0.0,0.0,3.5744320789730897,-40.77696771449189
151,-37.20084244913017,-0.0016739465987996027,1.50128347570213,0.0001530449319622207,1.636273178728942e-06,-1.6340593024327665e-05,-8.040026878042283e-06,2.6161557481300945e-07,-0.00016472987913651593,1.5256529266594043e-05,0.0,0.0,0.0,-0.31964328745880644,-36.881180250522306
152,-36.35056924528756,-0.8502732038426117,1.4256578828760338,-8.434599417594946e-05,-2.9339892186008854e-05,1.737779144782292e-05,9.45176188871244e-07,1.1316310047394806e-06,0.00011036661270047432,-4.748861933023818e-06,0.0,0.0,0.0,1.1601147665214913,-37.5106953982721
153,-37.16661087108688,0.8160416257993219,2.558964567179465,-0.00012176190668555797,1.650866899494119e-05,6.077250310751459e-06,-5.406476611291566e-06,3.284839750258145e-06,7.76225565246591e-05,-5.766530723150254e-06,0.0,0.0,0.0,9.229579618443289,-46.39616104793173
154,-37.16324512113575,-0.00336574995112926,2.602032394485712,-5.489267787761598e-05,-2.21444661470116e-05,1.0827814070774044e-06,-3.6226593351784686e-06,-9.31526994675351e-07,4.37965905000226e-05,1.3116763373233198e-05,0.0,0.0,0.0,9.057584073037706,-46.22080559897838
155,49.41039895772996,-86.57364407886571,7.316786050409055,3.381628090615152e-05,-3.875008185438844e-06,-1.5572996125701177e-06,1.6593279967835883e-06,-3.184007997235512e-06,2.587124191322232e-06,-1.3349457029576683e-05,0.0,0.0,0.0,46.87870291293444,2.531679947835248
156,-37.15815744649667,86.56855640422663,1.5543559779087541,7.080690387351041e-05,1.4168991477436776e-05,-5.100257674944819e-07,1.281203032732492e-05,-3.5627601360646924e-06,-6.239112589057072e-05,-8.832041585193906e-06,0.0,0.0,0.0,0.15921244260066736,-37.31739238106964
157,-23.45364680111622,-13.704510645380452,3.364372445104883,3.769831980204863e-05,-3.0711100272196035e-05,-6.803228704999054e-06,-4.471160220731463e-06,-1.8631223775381761e-06,-5.2420924053109275e-05,2.8030530378586604e-05,0.0,0.0,0.0,3.9689991078360305,-27.4226153682668
158,-37.03738705360409,13.583740252487875,1.5058566398180169,9.105692270527932e-05,-5.803665541703751e-05,5.509818123833332e-06,7.816666629523183e-07,1.5488232991923631e-06,-2.872242864704333e-05,-2.7395372992344846e-06,0.0,0.0,0.0,3.622231205167413,-40.65962765738094
159,-37.02953400089154,-0.007853052712555098,1.7634062697954946,7.460607420939347e-05,-1.383610705607552e-05,-7.2228108890237674e-06,-4.0947587898187976e-07,1.6603454826950859e-06,-5.434816511140639e-05,9.217527274785198e-06,0.0,0.0,0.0,4.966625263908948,-41.99616893218852
160,-37.026071497909555,-0.0034625029819856934,1.9208879461395143,-1.2999631814114565e-05,2.1975189596457056e-05,-9.403915777472793e-07,1.711284545180547e-06,-2.4683810137399176e-06,-1.9919997903627973e-05,1.0369071928195694e-05,0.0,0.0,0.0,-0.9779645038165928,-36.048104721236726
161,-37.02036386152443,-0.00570763638512517,1.9276346780017755,-0.00012264937885064775,1.868057201326323e-05,1.1312619804637603e-05,7.794781357262082e-06,-3.393709701731383e-06,0.00010266092167299234,-1.611299791015597e-05,0.0,0.0,0.0,12.5701661861598,-49.59052834049262
162,-37.018518294175,-0.0018455673494273128,2.3655540150701095,1.816540181276416e-05,-6.113089377590697e-05,2.857206596679207e-06,6.720834923257257e-06,5.06342008385792e-06,4.728397891895497e-05,1.6682114232224876e-06,0.0,0.0,0.0,9.58022749908033,-46.59876642141531
163,-37.01000305626772,-0.00851523790728237,1.7980865086411262,-9.055655240386429e-05,-3.1829159290008846e-05,4.943248642849674e-06,5.83683852539707e-06,-5.009297282575556e-07,7.552632751561816e-05,5.349927151954148e-06,0.0,0.0,0.0,0.6349820769847174,-37.64495390295285
164,-37.00518972397939,-0.004813332288328809,1.9130205668375888,-0.0001394116207338314,2.716827669280164e-05,2.161733077626904e-06,9.621067032838937e-06,-1.623364950091924e-06,0.00012417987878343695,-1.9609576368040393e-05,0.0,0.0,0.0,-5.9606625587715145,-31.04452965160141
165,-37.00275634549144,-0.002433378487950222,2.041030603372805,-2.862257038405147e-05,1.667372722469196e-05,-7.003564786153826e-06,-8.723788236686403e-06,2.3769448136562454e-06,3.958824218841528e-05,-7.965747316873717e-06,0.0,0.0,0.0,4.125160993649769,-41.12792366238471
166,-36.998529082104604,-0.0042272633868343235,1.879487960672873,0.00019414036211085062,1.998477495490647e-06,-1.4718158439841478e-05,5.168178480730035e-07,1.1028882300288118e-06,-0.0001997844998840037,2.648076360500795e-05,0.0,0.0,0.0,5.5526657627477025,-42.55120458150327
167,-36.996846820214095,-0.0016822618905116826,1.937475790882575,7.389368162069587e-05,-1.0665522870212385e-05,2.2327725259646547e-06,1.0100026678117047e-05,-1.4055195946063859e-06,-9.699333577728453e-05,2.5943893247060146e-05,0.0,0.0,0.0,1.2263106959831824,-38.223160622193106
168,-36.969345715029135,-0.027501105184960295,1.5586465794641433,-2.9822645723154295e-05,-5.2605585156406676e-05,8.386163172058314e-06,9.030526247677528e-06,-4.850532534152879e-07,8.798742577198482e-05,-8.603895258474381e-06,0.0,0.0,0.0,10.451662608303835,-47.42102221026877
169,-36.946843691924386,-0.02250202310474947,1.928538151339135,-0.00017480671862735164,1.3064626638747967e-05,8.46411742369546e-06,7.58543965506675e-06,-9.470834936879322e-07,0.00017214331424675322,-1.9754880463906943e-05,0.0,0.0,0.0,1.8486962120819368,-38.7955456528217
170,-36.93929412995629,-0.007549561968097862,2.313684830881726,5.343620970221785e-05,-4.778974442531947e-05,-4.204637614718676e-06,-1.1500068804792818e-05,2.217355178397648e-06,-5.909276509896699e-06,7.909903610325841e-06,0.0,0.0,0.0,10.183909877665107,-47.12319816736253
171,-36.938043327613805,-0.0012508023424828707,1.7546800701353313,-6.328760433382818e-05,5.824778667840036e-06,3.471316544434444e-06,3.67971381187715e-06,5.164968220530003e-07,6.91471310823033e-05,-3.93108281926402e-07,0.0,0.0,0.0,-4.187575264040862,-32.75048702229725
172,-36.90008841073651,-0.037954916877296796,1.8049707848354082,-0.00012155785518608297,1.3887153476943581e-05,-4.507015807786452e-08,9.428065172123468e-06,-2.076550117037154e-06,0.00011046263976588477,-2.55987708062122e-05,0.0,0.0,0.0,0.5293390468763187,-37.42941195722497
173,-36.89924995481416,-0.0008384559223486576,1.8122395677808392,6.592026071405854e-05,-4.536381512343368e-05,2.1613105475326577e-06,2.7502176989102622e-06,-1.3915612663943644e-06,-3.1236039438553576e-05,1.372348575934268e-05,0.0,0.0,0.0,1.4821863756193439,-38.38144289429239
174,-36.87419773176969,-0.025052223044468747,2.425309218840653,-0.00019231658489915482,7.047099469392748e-05,1.5728743202519935e-05,1.0496328406439659e-05,-2.326692952870843e-06,0.00010232759826500626,-1.1184720731804987e-05,0.0,0.0,0.0,8.787103849248082,-45.661294776683754
175,-36.872422120245204,-0.0017756115244864645,1.884663718125191,-0.00017116635253233703,3.1516110319707025e-05,1.1315388226532108e-05,1.469532486808589e-06,-2.0531280001739524e-06,0.00010628132803347512,-3.313075897182216e-06,0.0,0.0,0.0,-5.29181867058127,-31.580577499466568
176,-36.85281543698555,-0.01960668325965287,2.2530888500839636,0.00015038698400804407,9.039531509102972e-06,-1.1592865752599324e-05,1.9061148872623335e-06,-3.2550218071174947e-06,-0.0001527867677690864,1.2966437497041738e-05,0.0,0.0,0.0,5.660874319900021,-42.51369642129814
177,-36.84988370742002,-0.002931729565531782,2.1389543695221063,4.233432974554141e-05,2.79195795775955e-05,-8.973216754040725e-06,-6.34518372155668e-06,-1.0779247973692618e-06,-8.618323189502064e-05,1.433936797390345e-05,0.0,0.0,0.0,3.315661390197358,-40.165527111337504
178,-36.84301890589573,-0.006864801524287145,2.3192355427146163,-0.00012877268525279817,1.7359591359955573e-06,-1.536867295509614e-06,-3.616812001894232e-06,-2.343834635890052e-07,0.0001169297490601906,-7.33989496382037e-06,0.0,0.0,0.0,9.242753875511251,-46.0857499464722
179,-36.80596482922709,-0.03705407666864602,1.9273950050199518,0.00014850014386680321,1.0706025141526965e-05,-4.621187374279079e-06,-4.043829508582064e-06,5.255819082606444e-06,-0.00017891492648303142,2.1560396991304742e-05,0.0,0.0,0.0,1.5379530781149486,-38.34391634978375
180,-36.79501107218256,-0.010953757044525503,0.6706611293629048,-0.00017908720517878507,1.2585946090659661e-05,5.307767806952968e-06,-7.522989990071949e-06,-5.826306015820765e-07,0.0001230627678818763,-4.0233395566247054e-06,0.0,0.0,0.0,-17.066933049445332,-19.72802776305368
181,-36.742290449503734,-0.0527206226788266,2.1253394198026463,-0.00012919870663363753,3.611726228180956e-05,7.726257567050587e-06,-1.4896834041877582e-06,-2.494681878978215e-06,0.00010975262980394973,-1.6147884032591264e-05,0.0,0.0,0.0,-3.3328050646489484,-33.409489650048485
182,-36.736274736320624,-0.006015713183106897,1.5965384818266428,4.76190342202365e-05,-2.4094569535115795e-06,-1.445387933590725e-06,7.533468844300728e-07,-3.3309449311465233e-06,-3.952719132804816e-05,-9.986526771754711e-06,0.0,0.0,0.0,3.1829135842668066,-39.91917999346062
183,-36.73249419310127,-0.0037805432193565025,2.491062375075418,-0.00011508068502430469,-5.316248910336441e-05,6.255678153266331e-06,4.3048363984610205e-06,1.2538602265372428e-06,0.00011650451719980026,9.6491024699219e-06,0.0,0.0,0.0,2.1856458838196966,-38.91810980174129
184,-36.722095014103594,-0.010399178997676728,1.5409989675944895,-0.00012580470395651133,4.0668940082255745e-06,4.7600286141730175e-06,-3.861013566641702e-06,-2.5607435275290177e-06,0.00016184157805554378,-2.4975635104951266e-05,0.0,0.0,0.0,1.6248600660297043,-38.346968546537816
185,31.654711401893103,-68.3768064159967,6.711229729599811,5.68365458943898e-05,3.997356516904915e-06,-6.898834778334972e-06,-1.0745022917646452e-05,1.6731114276559433e-06,-6.181989626341533e-05,1.3555959320399324e-05,0.0,0.0,0.0,32.925399144680945,-1.2706843420070473
186,-36.70511332366564,68.35982472555875,2.065960197850479,0.0001642507628942802,3.997984664660947e-06,-8.893744020840866e-06,-2.5885718439866423e-06,1.4051272829735534e-06,-0.00015554983809984435,1.3177657507412732e-05,0.0,0.0,0.0,-3.4944995892141697,-33.21062953382985
187,-36.69500923301178,-0.010104090653857867,1.6646330160633567,8.811871325531406e-05,-4.362372430843919e-06,-3.5462777432104797e-06,-7.857348799156227e-06,2.5945860846858515e-06,-7.990906564003808e-05,1.7292093200893532e-05,0.0,0.0,0.0,4.898209250861313,-41.59323081420102
188,-36.67805796700527,-0.016951266006511645,1.41446210466172,-2.6869358339620675e-05,3.741022917846948e-05,-3.546474540289113e-06,-7.462298112770327e-07,1.0732796620668145e-06,-2.40322412210503e-05,2.661317941132779e-06,0.0,0.0,0.0,-7.677359066608733,-29.000684850919406
189,-3.6479651570047036,-33.03009281000057,4.636369702486453,-0.0001731013360670719,2.848667328159138e-05,7.090925352212785e-06,9.113034315610946e-06,-5.8575786892525045e-06,0.00013649292283801628,-1.7174743160097705e-05,0.0,0.0,0.0,26.995052208519677,-30.643002415422252
190,-23.315925713476666,19.66796055647196,3.35174971915907,3.8788245583010195e-05,-6.402400098259875e-05,-3.2620661400556417e-06,1.190192727751338e-05,-2.8416242748002113e-06,3.9126047436610634e-05,-1.6372529547226122e-05,0.0,0.0,0.0,6.162415019410339,-29.478344048886356
